sentiment,text
3,"Apple: $115 matches 8.4% increase in earnings. 2014Q3 EPS=$1.42 in  #IOS App Donkey Stocks on your #iPhone. #AAPL
https://t.co/8CBUgrEHZS"
1,my phone keeps restarting on its own @apple dont play me like that???
3,RT @RatingsNetwork: Apple's PT raised by Citigroup Inc. to $135.00. http://t.co/LNHaOfRxU2 $AAPL #AAPL
1,"RT @SRIG911: After #China, #Russia may ban some @Apple products, fearing #espionage: 

http://t.co/uJUZ2SWqgD http://t.co/5dJC9KeUqP"
5,"Why the iPad is anything but doomed $AAPL #aapl
http://t.co/Fk8z5OpEMJ"
1,"Reminiscing on the first low-cost computer which, out of the box, you didn't have to be a geek to use. http://t.co/YH8Mvtfznk @Apple"
1,Last night I had like 10 more apps than I do now. What's up with that @apple  I hate you
3,"Our first ever #OnFoodableWeekly! Much to discuss on this episode! @Apple Pay, @habitburger http://t.co/eMFKvWNgIo"
3,"@Apple [#Apple] #is developing an #iPhone that fires LASER BEAMS to #map surroundings .... (#Monday, 8 #December) http://t.co/D78wUFxrkK"
3,"APPLE Intraday Comments - Updated RANGE. - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z"
3,Headed to @IKEA and @Apple Store today. Yikes or Yay? #dayoffduties
3,@jeffstaple Tell @apple to update their events page. There's no listing for your presentation.
3,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/XXlH6ZbOGu"
3,#edgf14 Jane Horvath (director of global #privacy @Apple) is speaking
3,"Former Apple Manager Sentenced to One Year in Prison, $4.5 Million Fine in Leaked Secrets Case [Mac Blog] http://t.co/9VmeiomrtN #AAPL"
1,im so pissed i plugged my phone in overnight but it didnt charge fuck u @apple
3,"@apple Siri was wildin last night, yall need to get her http://t.co/46sdzupvS4"
3,"iPhone 6 And 6 Plus Sales Are Growing Steadily Worldwide $AAPL #aapl
http://t.co/xdW6U3ORH5"
1,@smileforgoogle @Apple yknow that time it restarted and then my phone got blue screen lol wtf
1,Why does #Yosemite constantly restart due to an error when left over night? #onlyme @apple
1,BloombergTV:  Former #Apple Exec Sentence to 1 Year in Prison for Fraud http://t.co/h93QHz0uWA #aapl
1,There is nothing in life more fragile than an Apple branded lightning cord. @Apple
3,What has @Apple done now? RT @mitrebox: http://t.co/1HLmk87pQV
3,Purchase a $99 @apple TV ($99 Value) simply by watching ads on @VidFall? Check out #vidfallauction here https://t.co/fxdy3PU8BM
3,"Consumers Demand More Units Of The iPhone 6 And 6 Plus $AAPL #aapl
http://t.co/vUn5f5bKlP"
1,wtf is my conputer doing I left it alone for five minutes and it does this?? help @apple @billgates http://t.co/KTmXOrp03w
3,@kayhlogan @Apple @BillGates the void awakens
1,Shout out to @Apple for making crappy iPhone alarms that don't go off and make me late for my final..
3,How to #profit in #Apple (#AAPL) #options #trade #trading #finance #short #bet #hedge http://t.co/aMlM8FaJDQ
3,"Apple Assigned AA- Credit Rating by Morningstar  $AAPL #aapl
http://t.co/SLQQRKwGYP"
1,"Updated to Yosemite on two machines. Both are now painfully slow. Thanks, @Apple."
1,"@apple @testflightapp You should tell testers that if using Gmail on iOS, your app won't work. Doesn't tell testers at all."
5,"Apple Continues Beefing Up Digital Audio Expertise by Hiring Dana Massie From Audience $AAPL #aapl
http://t.co/sT69lLINWY"
3,What if @Apple bought Telsa? Talent is key. Cook has access to Musk's bright mind on a permanent basis. Read more: http://t.co/nxhkHTGJ4L
5,Steve Jobs Predicted Future Of E-Commerce Back In 1996 &amp; Got It Exactly Right! http://t.co/w7q2G2SCbH via @sai #ecommerce #AAPL
3,Yo @apple I didn't need a subject line for my text &amp; iMessages folk.
3,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/ypWnW3gFRd"
3,New iPad ad focuses on getting things done | ZDNet http://t.co/vI9EzcTT5W via @ZDNet &amp; @the_pc_doc @Apple
1,"Dear @Apple &amp; @iTunesMusic, I understand you want to protect me. Is there any way you can cool it on password lockouts &amp; resets?"
3,Will #Apple and #Facebook Crush #Google? | The Motley Fool #aapl #fb #goog http://t.co/Me8RLrIoDf
3,3 #Tech Stocks That Could Soar in 2015 | The Motley Fool #goog #aapl #fb http://t.co/6LcuT1XTzX
3,RT @mydigitalcoco: .@McDonalds Shares a Slice With #iPhone6 Lovers @apple http://t.co/Vv5TzERoKz
1,Hey @apple my iPod touch is acting all wonky and I've done the factory settings and reinstalled stuff and nothing. Any other ideas?
3,"Citigroup Inc. Boosts Apple Price Target to $135.00 $AAPL #aapl
http://t.co/yJaYxMBi4S"
3,I'm short on #AAPL with #put #options on the #Apple #stock.
3,"APPLE Intraday Comments - Updated RANGE,. - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z"
3,BLOCK TRADE detected in #AAPL
3,"#AAPL:Knicks, Jets, Giants ... all New York Sports are Rotten to the Big App...http://t.co/96GcJetwIb"
1,Pretty bad @apple my #iphone5 has 20%life left and it is only 11am.
5,It makes you smarter.  Elevate is @apple app of the year!  Congratulations @jessepickard and team.  http://t.co/r0cgmthoCC
1,"Happy Monday! My camera on my fancy @Apple #iPhone6Plus suddenly stopped working this weekend, so instead - I meme. http://t.co/XdySgcxUuv"
3,Apple Inc. To Open 500 Stores In India http://t.co/AMx3jhn1YH #AAPL
3,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Q9Zkal66xy"
1,I've Abandoned #iTunes And I'm Never Going Back Because #GoogleMusic Is So Much Better #aapl #goog http://t.co/dp6pTxrTvp
3,#AAPL:How to get an unsubsidized smartphone for $25...http://t.co/frqhIwnfP5
1,RT @nicwill30: Shout out to @Apple for making crappy iPhone alarms that don't go off and make me late for my final..
1,"Hey @apple, my iPhone 6 was fully charged at 7:30 am. Now it's on 20%. Is that a common battery life?"
3,Innovation has died with Steve Jobs #Apple #macintosh #aapl http://t.co/pJGz3buFC1
1,Apple Inc. is doomed. $AAPL dropped by 1.27%! Currently priced at 113.535. http://t.co/K6PKMj3Sbf #AAPL
3,Apple CEO Tim Cook comes out as gay @Apple   http://t.co/euFQQpMjj6  Via @posh360_Net
5,RT @schreier: It makes you smarter.  Elevate is @apple app of the year!  Congratulations @jessepickard and team.  http://t.co/r0cgmthoCC
3,"Who's Buying All Those New iPhones Anyway? $AAPL #aapl
http://t.co/oErygGHnsc"
5,RT @schreier: It makes you smarter.  Elevate is @apple app of the year!  Congratulations @jessepickard and team.  http://t.co/r0cgmthoCC
1,BLOCK TRADE detected in #AAPL
5,@schreier @sequoia @Apple @jessepickard yes it surely is a smart game . Even peak is good
5,RT @schreier: It makes you smarter.  Elevate is @apple app of the year!  Congratulations @jessepickard and team.  http://t.co/r0cgmthoCC
3,Knock for iPhone now lets you lock as well as unlock your Mac via Bluetooth http://t.co/vKKAUvargg #smhq #aapl
1,RT @HamzeiAnalytics: BLOCK TRADE detected in #AAPL
1,"Happy Monday! My camera on my fancy @Apple #iPhone6Plus suddenly stopped working this weekend, so instead - I meme. http://t.co/Mb067jv5SD"
3,"In the @Apple iPod antitrust case, recent development - Plaintiffs may never have bought the iPods in the first place http://t.co/ivBJa2YJgM"
1,@apple make a fucking phone so the screen doesn't break.  I want my phone to be naked and free.
3,Why @Apple Needs #China to Love the #AppleWatch (AAPL): http://t.co/NOoedA2IZt via @themotleyfool #Wearables #WearableTech #Apple
1,I hate it that my office email's not pushing emails now. It's fetching but on my settings it says push. #appleprobs #appleproblems @apple
5,Love the new @apple @ipadair_2 TV spot - http://t.co/nW7a6iXsjE
1,@SforSimrat I thought abt @Apple when bought @Dell lemon. Tried to save $. Wasn't worth savings. Regretting ever since. @DellCares #DellHell
1,"#CondoSeniors said @Apple needs to supply condo with dedicated tech. So many issues with iphone, imac, ipads warrants it. Tech will eat well"
3,"Reminiscing on the first low-cost computer which, out of the box, you didn't have to be a geek to use. http://t.co/XqAsPopg9K @Apple"
3,MasterCard Teams Up With Gwen Stefani to Promote Apple Pay and 'Priceless Surprises' http://t.co/8SqKEuVjp5 #AAPL
3,"Tim Cook Shows Off Apple Watch to Chinese Internet Official, Discusses Security Issues http://t.co/4nrcjqs75m #AAPL"
3,"We know that @Apple have a strong supply chain, but what is it that makes it that way? #SupplyChain #Operations http://t.co/Pk95RjYhcV"
3,"Apple is developing an iPhone that fires LASER BEAMS to map surroundings, patent reveals
http://t.co/fG4Zrvq8Bk #aapl #hnhd"
5,First to own 2600 digital languages IP is NEW leader of the Internet. Terms based on performance! .@apple .@samsung http://t.co/J1Jfx5occV
3,"@5wa Haha, @Apple techs seeing the #CondoSeniors cookery should jump at opportunity! ;-)"
3,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/3hXqrYtnfz"
3,"Job Listings Suggest Apple Plans to Boost Its Rumored Virtual Reality Program
http://t.co/OYLhaPsBTs #vr #aapl"
5,Thank u @Apple for having outstanding customer service &amp; exchanging a phone case that was clearly not made 4 the power user #customerforlife
1,Glad I'm getting a non @apple computer . Four macs in a row http://t.co/KLr4GFao3n
1,fucking @apple are memer FAGGOTS http://t.co/w8hbpxTRCJ
1,@nigxnog @Apple bruh that means u type that a lot u fuckin punk bitch
3,#AAPL:Glu Mobile (GLUU) Stock Gains on Insider Buys...http://t.co/ntKUYblUTi
5,S/O to the techs at @apple
3,#Samsung: How Will The #Galaxy #Note5 Improve On Its Predecessor? #SSNLF  #AAPL http://t.co/q0SrBLpbGV
5,RT @schreier: It makes you smarter.  Elevate is @apple app of the year!  Congratulations @jessepickard and team.  http://t.co/r0cgmthoCC
3,"#Apple, #PayPal, And #MobilePayments Worldwide  #AAPL http://t.co/VUMGuw3Yqr"
1,"Dear @Apple 
Can you please create a middle finger emoji ASAP
Sincerely,
All IPhone users"
3,"RT @TheywantVonnie: Dear @Apple 
Can you please create a middle finger emoji ASAP
Sincerely,
All IPhone users"
1,"RT @TheywantVonnie: Dear @Apple 
Can you please create a middle finger emoji ASAP
Sincerely,
All IPhone users"
3,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/t2uV8nZ46v"
3,"Debunking One of #Apple's Biggest Myths 

http://t.co/ZljMUApQV6

#AAPL"
3,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/t2uV8nZ46v"
1,You gotta be kidding me @apple http://t.co/9xb06QOnHO
1,Theyre not RT @Naivana_: You gotta be kidding me @apple http://t.co/GeeL25AlT1
3,RT @LunchGod: Theyre not RT @Naivana_: You gotta be kidding me @apple http://t.co/GeeL25AlT1
3,At all. RT @LunchGod: Theyre not RT @Naivana_: You gotta be kidding me @apple http://t.co/FFxW2fqJpi
3,Yesh. RT @LunchGod: Theyre not RT @Naivana_: You gotta be kidding me @apple http://t.co/0MTt6MwUvd
3,"RT @TheywantVonnie: Dear @Apple 
Can you please create a middle finger emoji ASAP
Sincerely,
All IPhone users"
1,All of my apple product chargers look like that RT @LunchGod: Theyre not RT @Naivana_: You gotta be kidding me @apple http://t.co/4lXkHinwd2
5,Apple Inc.'s (AAPL) Momentum Seems Nearly Unstoppable http://t.co/54tGY7Qezx #AAPL
3,"Here's @Apple's Favorite Apps of 2014. http://t.co/dsqCRMiwAQ Elevate is #1. Threes! is
game-of-the-year. http://t.co/ny1lOKFQBK"
3,"@Apple [#Apple] #Names Its Best #iPhone and #iPad Apps of the #Year. (#Monday, 8 #December) http://t.co/mjyS7WNCqv"
1,Same struggle.  RT @LunchGod: They're not RT @Naivana_: You gotta be kidding me @apple http://t.co/rkRKS5pn1M
3,would you RECOMMEND buy the #AAPL DIPS...
3,Higher Price Targets Are Not Helping #Apple's Shares - Forbes #aapl http://t.co/ZESpZ5B8YC
3,"Higher Price Targets Are Not Helping Apple's Shares $AAPL #aapl
http://t.co/QTLiiXy1Ed"
1,"RT @JPDesloges: Higher Price Targets Are Not Helping Apple's Shares $AAPL #aapl
http://t.co/QTLiiXy1Ed"
3,@scarlettsinatra @LunchGod @Naivana_ @apple simple solution http://t.co/TWSWCaXC3j
3,"Typo Launches New iPhone 6 Keyboard, Avoiding Previous BlackBerry Lawsuit [iOS Blog] http://t.co/M431nBVAAX #AAPL"
3,Interesting apps pop up when you search for 'beta' on the @apple App Store
3,CNBCTV:  Bulls running with #GoPro &amp; #Apple #gpro #aapl  http://t.co/zNj09hU6jb
3,Our @Apple watch prototype for the male couch potato @smithandbeta @Clorox  @zemanta #digidaydbs http://t.co/ZkzvK5bxAw
3,CNBCTV:  Citi's #Apple optimism #aapl http://t.co/CGRe961fib
5,"Yeah +1 thing I'm inspired by is Apple of course. So, Apple++. Here is TV ad from 2002: http://t.co/s5MgeHg9bO @apple #tvad"
3,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Kd64HwG6m2"
3,MasterCard debuts new ad spot starring #Apple Pay and Gwen Stefani - http://t.co/GppcWzeTBu #AAPL #GwenStefani
3,BloombergTV:  #Wozniak: What Really Happened in #SteveJobs' Garage http://t.co/dmNbZukzoz #aapl
5,Here's why #Apple shares will reach $135: Analyst #aapl http://t.co/KMU1kNQTY0
3,"@Apple [#Apple] #is developing an #iPhone that fires LASER BEAMS to #map surroundings .... (#Monday, 8 #December) http://t.co/iFTHvj3Xvz"
3,RT @PulsePointBuzz: Our @Apple watch prototype for the male couch potato @smithandbeta @Clorox  @zemanta #digidaydbs http://t.co/ZkzvK5bxAw
3,"RT @AcrossTheBarTV: Our first ever #OnFoodableWeekly! Much to discuss on this episode! @Apple Pay, @habitburger http://t.co/eMFKvWNgIo"
5,Great service at @Apple #BethesdaRow thanks Jenna and Brandon!!!!!!!
5,@Apple conclusion : Best client service ever
1,How many iphone chargers do I need to go through? @Apple make charger durability a point in the new iPhone
1,NO CALLER ID must be able to be BLOCKED on @AppIeOfflciaI products. @applenws @apple #Apple #iPhone6 #iPhone6Plus
3,"Tim Cook Shows Off Apple Watch to Chinese Internet Official, Discusses Security Issues $AAPL #aapl
http://t.co/1YgmLj3v9D"
5,Nice1 @Uber... @Apple says these are the best #apps of 2014 http://t.co/HafmqqQdo5 via @Techland
3,Comparison between @apple maps and @google maps: http://t.co/FyzGWVm6NR #longreads #webdesign
1,"yo @Apple , why yall make it so hard to grip the 6?."
1,#Apple Just Patented An Idea That #SteveJobs Would Have Hated #aapl http://t.co/EhK4iZ6t4R http://t.co/bi30fx5pTE
1,@google @facebook @intel @apple Pay your taxes in our country!!! http://t.co/jS4K3jV1sj
3,"Apple Watch's high-priced fashion focus on the mark, survey says $AAPL #aapl
http://t.co/1d9CjG42iQ"
1,#AAPL:Apple Returns Cash To Shareholders Because It's Out Of Ideas On How To...http://t.co/AvzNJvSQNq
3,How many of @apple's top apps of 2014 do you have downloaded on your phone? http://t.co/BTOgs1cDGc
1,#applecare only cares about @Apple beware of false prophetsI mean profits!
1,"@granitewinger @Apple 
Beware of anything that includes the word CARE."
3,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/cXx1dFrHTM"
1,"I've been talking with @Apple support for almost 2 hours, absolutely no help at all."
1,Why the fuck is there a 'recently deleted' photo album? @Apple
1,"Come on #aapl, get your shit together!"
5,The 5 best #iPhone games you should play this week http://t.co/SSokhrtlIL via @Techland #aapl
1,RT @JustPoetic_: Why the fuck is there a 'recently deleted' photo album? @Apple
3,"Massive mobile tech companies like @apple @xiaomi are excited by wearables and investing 40 million into @misfit

http://t.co/8geAEnRqdH"
3,"Massive mobile tech companies like @apple @xiaomi are excited by wearables and investing 40 million into @misfit

http://t.co/PNShe0GZ3y"
3,"UK:  Where to buy #iPhone6, iPhone 6 #Plus, iPhone 5S, iPhone 5C, iPhone 5, iPhone 4S http://t.co/N6NZpR1ZUl #aapl"
3,"MasterCard Teams up with Gwen Stefani to Promote Apple Pay $AAPL #aapl
http://t.co/EToKp308cW"
3,"#Apple #AAPL Plans to Launch #iPhone6Mini Version in 2015 - Dec 8, 2014 - http://t.co/9vQBCn64Qr http://t.co/EAxUGfqKqo via @ZacksResearch"
3,See Which 11 Guru Fund Managers Hold #Apple #aapl http://t.co/7DnMlXMFVh
5,@Apple stores will host #free #coding workshops for #HourOfCode on 12/11/14 http://t.co/339o5OVY6H Via @TechCrunch @codeorg #computerscience
1,Oh @Apple this is horrible packaging and shipping. #shame http://t.co/JaRpJYJ5Zu
3,"Apple Plans to Launch iPhone 6 Mini Version in 2015  $AAPL #aapl
http://t.co/CIvVif64xC"
3,"APPLE - Fibonacci Technicals Levels - LAST Intraday  Update - $AAPL #aapl 
http://t.co/YF5rGxvaWX"
1,.@panic The inconsistency and overall weirdness that controls the @apple #appstore is why I archive previous versions.. easy to downgrade.
1,Tryng to get back on snapchat but the App Store isn't cooperating @apple
3,"Rumor Roundup: A tale of three rumor blogs $AAPL #aapl
http://t.co/67H4rfCIWC"
1,"@viticci when is @Dropbox removing photo upload? And are @apple covering refund for those who purchased based on features, that are no more?"
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1,RT @WillliamLemar: RT @JustPoetic_: Why the fuck is there a 'recently deleted' photo album? @Apple
1,"@Apple #iOS8 Notification Center is a pain in the ass: No way to sort, no way to dismiss all notifications, and hitting that [x] on each app"
1,iPhone6 fell 2 ft. Screen shattered like it was blown up. @apple wants an additional $109 to fix it. Maybe make a product that lasts?
3,Is Apple a symptom of a tech bubble? Could Apple be overvalued? 700B Reasons for Apple's Valuation: https://t.co/MssFgcQiaF #Apple #AAPL
1,F u @Apple UR geniuses can suck my ass!
3,@justinbieber @apple get on it
3,"APPLE Intraday Comments - LAST Update - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z"
3,#AAPL:Jim Cramer: Why This Is Not the Tech Bubble We Saw in 2000...http://t.co/Yag6HUnBTa
3,"Apple: Dec 8 Total Trading Daily Profits 2.78/sh  #aapl #Stockaction #trading #Stocks #MKt 
http://t.co/Le2r9f5crg"
3,BLOCK TRADE detected in #AAPL
1,"I hate my phone, I can't use it it's gone completely silent, and if I were to call @apple I would get even less help than I get now."
3,Tim Cook Nominated for TIME's 2014 Person of the Year http://t.co/DUC1WnKodT #AAPL
1,#Apple TV #Sales Topped by Chromecast: #AAPL Being Pushed Out: #Apple Inc. (AAPL) never made much of a fuss ab... http://t.co/F8iVLaaahw
3,@Apple You should have your old products available to the people at the same economic standing as our current market at this sec. @AppStore
3,Time is running out! #trading #stocks #futures #forex #trader #spy #qqq #baba #aapl #gpro #fb #eem http://t.co/JH7BMS1Kgb
1,thank you @apple for being such a little troll but putting the option close right above the save tab. LEGENDS
3,RT @IHCFO: Gonna go out on a limb. #Twtr will be this decade's #AAPL.
3,"Apple Inc. price at close, December 08, 2014, is 112.4. #apple #AAPL"
5,APPLE'S TIM COOKE HITS THE NAIL ON THE HEAD http://t.co/96c0F0rfgX @tim_cook @apple #Apple #technews http://t.co/5cbhUAQbrL
3,"Monday's Analyst Moves: Apple Inc., Chevron Corporation, Starbucks ... http://t.co/WoLR3QcwBy #AAPL"
5,I love my phone so much thank you based god @apple
3,#AAPL:Here's why Apple shares will reach $135: Analyst...http://t.co/KTqY2USXRh
3,"@apple @AppStore I want to exchange a sealed 16GB air 2 for a 64GB air 2, I will pay the difference. May I do this in a store?"
3,Daring Fireball: Transmit iOS and iCloud Drive @Apple http://t.co/kCByq0221c
3,The UI of the future: Three takeaways from @Apple pioneer Bill Fernandez @ZDNet @jasonhiner http://t.co/lS1u0QFSGh
3,"Can we see the evidence, please? http://t.co/RCPyCRIfky #FactCheckThis RT @apple @snopes @moronwatch"
3,"HOW TO: Make a realistic, song-length drum track using @apple Logic Pro X Drummer: http://t.co/5o26s4ZrqC #ProAudio http://t.co/PNlkoLdie6"
1,@India especially telling me that I've been randomly selected for a grant from our broke ass govt. I'm not @apple I don't get free govt $$$$
5,"The 10 biggest differences between #Mac and #PC.  Yep, I'll stick with my Mac! #apple http://t.co/R45I1MHYX5 @apple @LisaEadicicco"
3,New Hearthstone Expansion 'Goblins vs Gnomes' Officially Launches [iOS Blog] http://t.co/LGJGwH13Va #AAPL
1,"Happy Monday! My camera on my fancy @Apple #iPhone6Plus suddenly stopped working this weekend, so instead - I meme. http://t.co/lp9KPujmPg"
3,Apple Inc. and Facebook Clash; Neither Is Wrong http://t.co/ELe0YAQdQO #AAPL
5,You'll be back in my life soon @apple
3,Few spots left @WWCLondon's 10 Dec event @Apple http://t.co/LbKkp81uKE w/ @coderinheels @Dr_Black @WATC_girl @isabelladegen @bridget_connell
3,"@em_magazine @apple been hearin' alot of bad drums lately including ahem, http://t.co/erpgqILCEl... let's hope they check this guide out"
5,"The 10 biggest differences between #Mac and #PC.  Yep, I'll stick with my Mac! #apple http://t.co/bxbjni5iHn @apple @LisaEadicicco"
5,"The 10 biggest differences between #Mac and #PC.  Yep, I'll stick with my Mac! #apple http://t.co/obykvsjfJY @apple @LisaEadicicco"
1,@Apple HEY FUCK U MY PHONE SPEAKER NO LONGER WORKS JUST B/C
1,@apple hey nvm but I shouldn't have to restart my phone to make it work
3,RT @HorseshoeBmore #Holiday #Giveaway! To ensure you stay in touch on the go ck out brands like @Apple @amazon http://t.co/EhR3sX3DJG
5,RT @HorseshoeBmore #Holiday #Giveaway! To ensure you stay in touch on the go ck out brands like @Apple @amazon http://t.co/3mcZw84vbp
3,RT @HorseshoeBmore #Holiday #Giveaway! To ensure you stay in touch on the go ck out brands like @Apple @amazon http://t.co/v2GViV6qnh
3,RT @HorseshoeBmore #Holiday #Giveaway! To ensure you stay in touch on the go ck out brands like @Apple @amazon http://t.co/jMAL4mOWmz
3,"@Apple [#Apple] #Names Its Best #iPhone and #iPad Apps of the #Year. (#Monday, 8 #December) http://t.co/diZhjbZbKn"
1,"Apple Inc. is Catching up on iPhone 6 Supply, But Still Lagging Demand http://t.co/4b8UD92o8A #AAPL"
3,Here's @Apple's picks for best apps and games of 2014. http://t.co/1BWd8k32gv
3,#AAPL deep in the money Calls
3,#AAPL:See Which 11 Guru Fund Managers Hold Apple...http://t.co/Yt92v0Ove3
1,"@CBCHomestretch my @Apple #iMac caught fire while not in use, just sitting on my desk. Luckily I was nearby and was able to sort it out."
3,"In case of accident, stay safe with our free @Apple app #Winnipeg http://t.co/wYJVGqW6qT"
1,I don't know what you're trying to do @apple but phone updates are turned off. Thanks for letting me 'aware' by error http://t.co/yMyoY61hz5
5,#AAPL providing another great entry point &lt; $115
1,@AzakFeverAFC phone is awful. Why is there a green line? Need a new one. @Apple sort it out. Not on. AF
3,@AzakFeverAFC @Apple Do you need Intel. Dm. JW.
3,"Trade $AAPL #FREE Nightly Updates are #posted here on #Twitter, or you can visit the #Trade #AAPL FREE #website here http://t.co/U4TKeApbxF"
3,#AAPL:Apple Inc. and Facebook Clash; Neither Is Wrong...http://t.co/UuvN8TkrRs
1,@AzakFeverAFC @Apple or you could learn to take pictures off the internet better
3,Steve Wozniak Says @Apple Starting In Garage Is A Complete Myth @stevewoz- http://t.co/JyAtqxYwha http://t.co/EaBOxjAoFd
1,RT @jimmy5098: @AzakFeverAFC @Apple or you could learn to take pictures off the internet better
3,I'm learning all about Apple iPad mini Smart Cover - Green at @Influenster! @Apple http://t.co/RioO60xsQ1
3,"@brettgilmour @Apple You're not the only one apparently, based on that last interview we did with @carmilevy"
5,"the ##Best #iPhone Apps Of The Year, #According To @Apple [#Apple]. (#Monday, 8 #December) http://t.co/rFE2j3C60K"
3,"@Apple [#Apple] #(AAPL) Plans to #Launch #iPhone6 Mini Version in #2015. (#Monday, 8 #December) http://t.co/pq4NgQfDb3"
3,Bose Products Could Be Returning to Apple Store Shelves Next Week http://t.co/0CMkapShb4 #AAPL
1,"Good grief, @Apple, could you all have a more sucky hold music queue playlist? No offense, but, ewwwwww! Johnny Cash into a rap song? Gross"
1,"@Apple: You were doing great with Johnny cash, but Damn that was jarring!"
3,"@EM_Magazine @Apple How about showing us also in Sonar X3,Ableton Live,Propellerhead Reason,Reaper and MixCraft."
3,"Apple Stock in Upward Trend After 'Explosive' Holiday Quarter, Apple Watch Release in 2015 -  http://t.co/P5XPaYCE7t #AAPL"
1,The only reason I have an iPhone is because of iMessage. @apple BRUH make a better battery
3,Check out @Apple MacBook Pro 15.4 Retina 2.6 Ghz i7 8gb 500gb ssd mid 2012 GT 650M 2magsafe #Apple http://t.co/6t7L3R7tIx via @eBay
3,"Citi, BMO boost Apple price targets http://t.co/U3muDVsKbV #News #AAPL #Applepricetargets #Applestock #Apple #iPhone #News"
1,#aapl #Apple stock price plummeting... Time to sell for a bit?
5,We're so excited to be named to @Apple's 'App Store Best of 2014' list this year! http://t.co/d7qlmti4Uf #Apple
5,RT @SwiftKey: We're so excited to be named to @Apple's 'App Store Best of 2014' list this year! http://t.co/d7qlmti4Uf #Apple
5,RT @SwiftKey: We're so excited to be named to @Apple's 'App Store Best of 2014' list this year! http://t.co/d7qlmti4Uf #Apple
1,@apple - bring back #classiciPod #cantbelieveitsgone
1,Day 12 without access to my @iTunes passwd. Apple 'working on it'. No new apps or calendar. @apple ecosystem has achilles? Your move @google
1,@SwiftKey @Apple Oh In wish you guys would port hebrew from the android version already! I have swapping abck and forth
3,Bose products reportedly set to return to #Apple Store shelves as early as next week - http://t.co/fqnkD6rsDT #AAPL #JimmyIovine
1,"Too much completely broken shit in the world, fucks sake. (And Fuck You @Apple for the bullshit 'autocorrects')"
3,"#Apple Inc. #AAPL Price Target, EPS Estimates Raised by BMO http://t.co/LzZw8c3xhv via @ValueWalk"
3,#Apple PT Raised to $135.00 #AAPL http://t.co/Ads3dEj0UR via @RatingsNetwork
5,RT @SwiftKey: We're so excited to be named to @Apple's 'App Store Best of 2014' list this year! http://t.co/d7qlmti4Uf #Apple
1,@SwiftKey @Apple too bad all third party keyboards on iOS are buggy as hell and therefore completely unusable. Undeserved.
1,#Former @Apple exec sentenced to one year in prison for selling #company #secrets http://t.co/EByDSh8Ufv #uasm
3,I wonder if @Apple is aware that they use the international symbol for #KissMyAss in their retail stores? http://t.co/Z16LEgkKNO
3,"Watch the weekend's new TV ads from @RadioShack, @Apple and more http://t.co/cKdkibI6PL"
3,Best Buy Cuts Apple Inc. iPad Prices to Boost Sales http://t.co/ca3m9oiAYb #AAPL #iPad
5,Great time had @Apple store on Friday. @RussellFerg &amp; his #krumpers &amp; a #talkBack http://t.co/N6RdHXm2oP @TWDanceCenter #UrbanNutcracker
3,"RT @adage: Watch the weekend's new TV ads from @RadioShack, @Apple and more http://t.co/cKdkibI6PL"
1,"RT @ColdDimSum: Too much completely broken shit in the world, fucks sake. (And Fuck You @Apple for the bullshit 'autocorrects')"
1,#AAPL:Apple Just Patented An Idea That Steve Jobs Would Have Hated...http://t.co/7ZWB6A98Kj
3,Omg this girl is STILL using my email to try and login to her @Apple act! You have the wrong email! Stop trying to 'verify'!
3,"RT @adage: Watch the weekend's new TV ads from @RadioShack, @Apple and more http://t.co/cKdkibI6PL"
3,"RT @adage: Watch the weekend's new TV ads from @RadioShack, @Apple and more http://t.co/cKdkibI6PL"
5,Completely in love with my @apple #iphone6 right now. Playing with my #newphone &amp; digging into some @pappajohns. Day=Complete #pizza
1,@Apple @iTunes #WhitePower #HateMusic #HateSpeech #IcantBreathe Not A Good Look http://t.co/ayV9kMemfj
1,@FastCoExist If you use @Apple congrats you just gave the government permission to spy on you.  #Apple
1,@matt_garber @levifig @dcurtis hah. I wasn't defending it. But this is @apple and they don't understand the internet.
5,cool 90 minutes later I now have Yosemite X on Macbook not bad for an almost 10 year old computer still run strong @Apple #winning
